Identifier,Response,Web Search Sources,Time Taken,Input Tokens,Reasoning Tokens,Output Tokens,Reasoning Effort,Error Log,Response IDs,Successful,Cost,Batch,Pair,IdA,IdB
91337c77,"['{\n  ""overall_generosity"": ""circle""\n}']",,12.456583976745605,38730,512.0,564.0,,[],['resp_03386f97181c013200699892bec72c81969306bd2e77bf7c4d'],True,0.0118345,0,0,CBA_06,CBA_07
3cdc192f,['{ }'],,4.433308839797974,72002,64.0,135.0,,[],['resp_0e31df3aae37408400699892c94bc88190bd385067429399ec'],True,0.018398499999999998,0,3,CBA_05,CBA_09
3e989adc,"['{\n  ""overall_generosity"": ""circle""\n}']",,9.82307505607605,68028,448.0,485.0,,[],['resp_08bf4ac137d9604200699892c3fee481909373673f2f5b0590'],True,0.018873,0,2,CBA_05,CBA_14
469ef452,"['{\n  ""overall_generosity"": ""circle""\n}']",,15.076053142547607,66734,896.0,956.0,,[],['resp_07d6c0868a8ab13d00699892bf1858819083a24b58cd7c639f'],True,0.0203875,0,1,CBA_09,CBA_14
0af40125,"['{\n  ""overall_generosity"": ""square""\n}']",,10.985122919082642,48236,576.0,633.0,,[],['resp_0fb3b6a88caff92900699892cda1e08193938498f6332adb57'],True,0.014477,0,6,CBA_01,CBA_13
ccb67540,"['{\n  ""overall_generosity"": ""circle""\n}']",,11.39490008354187,32636,832.0,877.0,,[],['resp_019268e8228671d000699892cd3db0819083a8d1a1981f7262'],True,0.011577,0,5,CBA_11,CBA_14
c528cf98,"['{\n  ""overall_generosity"": ""square""\n}']",,10.766799211502075,40121,704.0,734.0,,[],['resp_021d5c20e2d813a700699892cdde6c8194b6f52bd2499d0c3a'],True,0.01290625,0,7,CBA_07,CBA_15
a8630613,"['{\n  ""overall_generosity"": ""square""\n}']",,16.94245409965515,27783,1152.0,1182.0,,[],['resp_0aae0e4ad3109a9300699892cb37388193bc6b28c697611fea'],True,0.011613749999999999,0,4,CBA_07,CBA_19
66bd77c9,"['{\n  ""overall_generosity"": ""circle""\n}']",,8.910619020462036,31120,576.0,599.0,,[],['resp_07937a841aa3a65600699892d8d530819787880c2c2a162480'],True,0.01013,0,10,CBA_15,CBA_19
81c1f5fe,"['{\n  ""overall_generosity"": ""square""\n}']",,13.5644211769104,61354,832.0,910.0,,[],['resp_069abeeadb5c396500699892d9473c819094ad76fdd369959b'],True,0.0188225,0,9,CBA_05,CBA_11
8b75923f,"['{\n  ""overall_generosity"": ""circle""\n}']",,15.061515092849731,60060,960.0,1026.0,,[],['resp_0dd7f812421edbb300699892d8cdb08194a1de6cb4050df199'],True,0.018987,0,8,CBA_09,CBA_11
103dcf13,,,,29723,,,,"[""Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-mini in organization org-iEZCjFXOmv55V4ykGEvHLikc on tokens per min (TPM): Limit 500000, Used 500000, Requested 29946. Please try again in 3.593s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}""]",,False,0.00743075,0,12,CBA_06,CBA_19
5b65f328,,,,32444,,,,"[""Error code: 429 - {'error': {'message': 'Rate limit reached for gpt-5-mini in organization org-iEZCjFXOmv55V4ykGEvHLikc on tokens per min (TPM): Limit 500000, Used 492084, Requested 32667. Please try again in 2.97s. Visit https://platform.openai.com/account/rate-limits to learn more.', 'type': 'tokens', 'param': None, 'code': 'rate_limit_exceeded'}}""]",,False,0.008111,0,14,CBA_01,CBA_20
df468942,"['{\n  ""overall_generosity"": ""circle""\n}']",,17.858306169509888,55617,832.0,892.0,,[],['resp_020c294f019f135100699892f239d081959dceaa5e72b849e4'],True,0.01735225,0,13,CBA_02,CBA_20
09b1bc6f,,,,79931,,,,"['API call timed out after 39.08993357419968 s', 'OpenAI client timed out; consider reducing concurrency. Details: API call timed out after 39.08993357419968 s (elapsed 39.44s)']",,False,0.01998275,0,11,CBA_01,CBA_02
1b6949bd,"['{\n  ""overall_generosity"": ""square""\n}']",,12.547401905059814,35472,576,630,,[],['resp_00896d78b60d97bf00699893003cb081909bc7fcf815a9babb'],True,0.011279999999999998,0,16,CBA_08,CBA_13
8138ae2c,"['{\n  ""overall_generosity"": ""square""\n}']",,19.20115613937378,71403,896,969,,[],['resp_0dbfa07b6587a0a200699892fb842c8197aade81e53c31b3bd'],True,0.02158075,0,15,CBA_02,CBA_13
beadfbab,"['{\n  ""overall_generosity"": ""circle""\n}']",,15.11509394645691,18452,1024,1076,,[],['resp_082289a40170a0fe00699893091fb48195b172e9981e2a5f4e'],True,0.008813,0,18,CBA_17,CBA_20
6dc83963,"['{\n  ""overall_generosity"": ""square""\n}']",,31.638143062591553,42067,1152,1183,,[],['resp_09fc242e5c285ab7006998930647e4819692e4fe36c4109a7b'],True,0.015186749999999999,0,17,CBA_06,CBA_15
7a4eda42,"['{\n  ""overall_generosity"": ""circle""\n}']",,17.17026710510254,64400,1216,1233,,[],['resp_08eef236c875bb310069989319dc0881968eba0e0112c95287'],True,0.020998,0,20,CBA_03,CBA_12
767f6901,"['{\n  ""overall_generosity"": ""square""\n}']",,31.141484022140503,50646,704,742,,[],['resp_0cbc452c8d1f8df9006998931078c881939e16dbc26a22fb67'],True,0.0155535,0,19,CBA_12,CBA_17
0054d137,"['{\n  ""overall_generosity"": ""circle""\n}']",,8.757470846176147,42528,448,519,,[],['resp_0a80c44a96587f34006998932aeae48190bfdcbf42ef89d912'],True,0.012566,0,23,CBA_03,CBA_17
4432c27f,"['{\n  ""overall_generosity"": ""circle""\n}']",,6.065893173217773,32391,256,326,,[],['resp_05735d2206f95203006998932f8e548196a553aff14fc72545'],True,0.009261750000000001,0,24,CBA_10,CBA_18
d62c6a5b,"['{\n  ""overall_generosity"": ""circle""\n}']",,22.78874921798706,65438,1472,1550,,[],['resp_0953023cc0db453600699893236ca8819685dd1c442bd26ca2'],True,0.0224035,0,21,CBA_03,CBA_16
a04445dc,"['{\n  ""overall_generosity"": ""square""\n}']",,12.088865041732788,51880,512,543,,[],['resp_06a28a8220050bc60069989335b7cc81968f740cd0aa557ab6'],True,0.01508,0,25,CBA_08,CBA_12
996ce23d,"['{\n  ""overall_generosity"": ""circle""\n}']",,9.82826018333435,45626,640,688,,[],['resp_09561d5e6e69f1d9006998933c440c819495ec2185261659a1'],True,0.0140625,0,26,CBA_08,CBA_10
fb36ab00,"['{\n  ""overall_generosity"": ""circle""\n}']",,4.325057029724121,30771,192,238,,[],['resp_075ba76a0b6072360069989346436c81908d161655f790226d'],True,0.00855275,0,29,CBA_01,CBA_18
a25e42d4,"['{\n  ""overall_generosity"": ""circle""\n}']",,11.037481784820557,56438,704,734,,[],['resp_083c5d14414e9525006998934ea5248197a9c6766565d88366'],True,0.0169855,0,30,CBA_04,CBA_15
0c00110a,"['{\n  ""overall_generosity"": ""circle""\n}']",,24.938229084014893,37095,320,354,,[],['resp_0147e6b5496862630069989341b14c8193bde6085931491cf5'],True,0.010621750000000001,0,28,CBA_04,CBA_18
3048eb39,"['{\n  ""overall_generosity"": ""square""\n}']",,8.270174026489258,67302,384,420,,[],['resp_0d6d4993fa452d62006998935880a4819583cfc1a513d4b53a'],True,0.0184335,0,27,CBA_10,CBA_16
da2fa763,"['{\n  ""overall_generosity"": ""square""\n}']",,24.660643100738525,72002,1664,1734,,[],['resp_0d8b225c9d24dbf20069989362bf348193bffb405045c26f28'],True,0.0247965,0,22,CBA_04,CBA_16
